3	1679066500658
7	1679066500665
11	1679066500665
15	1679066500666
2	1679066500666
6	1679066500666
10	1679066500666
14	1679066500667
1	1679066500667
5	1679066500667
9	1679066500667
13	1679066500667
0	1679066500668
4	1679066500668
8	1679066500668
12	1679066500668
3	1679066501169
7	1679066501170
11	1679066501170
15	1679066501170
2	1679066501170
6	1679066501171
10	1679066501171
14	1679066501171
1	1679066501171
5	1679066501171
9	1679066501172
13	1679066501172
0	1679066501172
4	1679066501172
8	1679066501172
12	1679066501172
3	1679066501674
7	1679066501675
11	1679066501675
15	1679066501675
2	1679066501675
6	1679066501676
10	1679066501676
14	1679066501676
1	1679066501676
5	1679066501676
9	1679066501677
13	1679066501677
0	1679066501677
4	1679066501677
8	1679066501678
12	1679066501678
3	1679066502179
7	1679066502180
11	1679066502180
15	1679066502180
2	1679066502180
6	1679066502180
10	1679066502181
14	1679066502181
1	1679066502181
5	1679066502181
9	1679066502181
13	1679066502181
0	1679066502182
4	1679066502182
8	1679066502182
12	1679066502182
3	1679066502684
7	1679066502684
11	1679066502684
15	1679066502684
2	1679066502685
6	1679066502685
10	1679066502685
14	1679066502685
1	1679066502685
5	1679066502686
9	1679066502686
13	1679066502686
0	1679066502686
4	1679066502686
8	1679066502686
12	1679066502687
3	1679066503187
7	1679066503188
11	1679066503188
15	1679066503188
2	1679066503188
6	1679066503188
10	1679066503188
14	1679066503189
1	1679066503189
5	1679066503189
9	1679066503189
13	1679066503189
0	1679066503189
4	1679066503190
8	1679066503190
12	1679066503190
3	1679066503692
7	1679066503692
11	1679066503692
15	1679066503693
2	1679066503693
6	1679066503693
10	1679066503693
14	1679066503693
1	1679066503694
5	1679066503694
9	1679066503694
13	1679066503694
0	1679066503694
4	1679066503694
8	1679066503695
12	1679066503695
