4	0	1679519491790
4	1	1679519491922
4	2	1679519491923
4	3	1679519492050
4	4	1679519492050
4	5	1679519492051
4	6	1679519492176
4	7	1679519492176
4	8	1679519492176
4	9	1679519492177
4	10	1679519492187
4	11	1679519492312
4	12	1679519492313
4	13	1679519492313
4	14	1679519492313
9	0	1679519629249
9	1	1679519629250
9	2	1679519629375
9	3	1679519629375
9	4	1679519629375
9	5	1679519629376
9	6	1679519629501
9	7	1679519629501
9	8	1679519629504
9	9	1679519629504
9	10	1679519629504
9	11	1679519629629
9	12	1679519629629
9	13	1679519629630
9	14	1679519629755
16	0	1679519658083
16	1	1679519658084
16	2	1679519658209
16	3	1679519658210
16	4	1679519658210
16	5	1679519658210
16	6	1679519658335
16	7	1679519658335
16	8	1679519658336
16	9	1679519658336
16	10	1679519658461
16	11	1679519658462
16	12	1679519658462
16	13	1679519658462
16	14	1679519658587
25	0	1679523605278
25	1	1679523605278
25	2	1679523605279
25	3	1679523605404
25	4	1679523605404
25	5	1679523605405
25	6	1679523605530
25	7	1679523605530
25	8	1679523605531
25	9	1679523605531
25	10	1679523605531
25	11	1679523605657
25	12	1679523605657
25	13	1679523605657
25	14	1679523605657
