0	1679671940918
1	1679671940922
2	1679671940922
3	1679671941048
4	1679671941048
5	1679671941048
6	1679671941049
7	1679671941174
8	1679671941174
9	1679671941174
10	1679671941175
11	1679671941300
12	1679671941301
13	1679671941301
14	1679671941303
15	1679671941428
0	1679671941429
1	1679671941429
2	1679671941429
3	1679671941555
4	1679671941555
5	1679671941555
6	1679671941555
7	1679671941681
8	1679671941681
9	1679671941681
10	1679671941682
11	1679671941808
12	1679671941808
13	1679671941808
14	1679671941808
15	1679671941934
0	1679671941935
1	1679671941935
2	1679671941935
3	1679671942061
4	1679671942061
5	1679671942061
6	1679671942061
7	1679671942187
8	1679671942187
9	1679671942187
10	1679671942313
11	1679671942314
12	1679671942314
13	1679671942314
14	1679671942440
15	1679671942440
0	1679671942441
1	1679671942441
2	1679671942566
3	1679671942567
4	1679671942567
5	1679671942567
6	1679671942692
7	1679671942693
8	1679671942693
9	1679671942693
10	1679671942818
11	1679671942819
12	1679671942819
13	1679671942819
14	1679671942945
15	1679671942945
0	1679671942946
1	1679671942946
2	1679671943071
3	1679671943072
4	1679671943072
5	1679671943072
6	1679671943198
7	1679671943198
8	1679671943198
9	1679671943198
10	1679671943324
11	1679671943324
12	1679671943324
13	1679671943324
14	1679671943450
15	1679671943450
0	1679671943451
1	1679671943451
2	1679671943452
3	1679671943578
4	1679671943578
5	1679671943703
6	1679671943704
7	1679671943704
8	1679671943704
9	1679671943704
10	1679671943830
11	1679671943830
12	1679671943830
13	1679671943831
14	1679671943956
15	1679671943956
0	1679671943957
1	1679671943957
2	1679671944082
3	1679671944083
4	1679671944083
5	1679671944083
6	1679671944208
7	1679671944209
8	1679671944209
9	1679671944209
10	1679671944335
11	1679671944335
12	1679671944335
13	1679671944335
14	1679671944461
15	1679671944461
0	1679671944462
1	1679671944462
2	1679671944588
3	1679671944588
4	1679671944588
5	1679671944588
6	1679671944714
7	1679671944715
8	1679671944715
9	1679671944715
10	1679671944840
11	1679671944841
12	1679671944841
13	1679671944966
14	1679671944967
15	1679671944967
0	1679671944967
1	1679671945093
2	1679671945093
3	1679671945093
4	1679671945094
5	1679671945219
6	1679671945220
7	1679671945220
8	1679671945220
9	1679671945346
10	1679671945346
11	1679671945346
12	1679671945346
13	1679671945472
14	1679671945472
15	1679671945472
0	1679671945473
1	1679671945598
2	1679671945598
3	1679671945599
4	1679671945599
5	1679671945725
6	1679671945725
7	1679671945725
8	1679671945726
9	1679671945851
10	1679671945851
11	1679671945851
12	1679671945851
13	1679671945977
14	1679671945977
15	1679671945977
0	1679671945978
1	1679671946103
2	1679671946103
3	1679671946103
4	1679671946103
5	1679671946229
6	1679671946229
7	1679671946230
8	1679671946355
9	1679671946355
10	1679671946356
11	1679671946356
12	1679671946481
13	1679671946481
14	1679671946482
15	1679671946482
0	1679671946482
1	1679671946608
2	1679671946608
3	1679671946608
4	1679671946733
5	1679671946733
6	1679671946734
7	1679671946734
8	1679671946734
9	1679671946860
10	1679671946860
11	1679671946860
12	1679671946860
