0	1679681459140
1	1679681459787
2	1679681460279
3	1679681460784
4	1679681461290
5	1679681461671
6	1679681462301
7	1679681462807
8	1679681463312
9	1679681463817
10	1679681464323
11	1679681464827
12	1679681465332
13	1679681465837
14	1679681466468
15	1679681466972
16	1679681467477
17	1679681467982
18	1679681468487
19	1679681468991
20	1679681469495
21	1679681469999
22	1679681470629
23	1679681471134
24	1679681471638
25	1679681472017
26	1679681472520
27	1679681473024
28	1679681473529
29	1679681473909
30	1679681474539
31	1679681475168
32	1679681475673
33	1679681476178
34	1679681476682
35	1679681477186
36	1679681477690
37	1679681478194
38	1679681478698
39	1679681479202
40	1679681479706
41	1679681480211
42	1679681480715
43	1679681481220
44	1679681481848
45	1679681482227
46	1679681482731
47	1679681483235
48	1679681483739
49	1679681484243
50	1679681484872
51	1679681485377
52	1679681485756
53	1679681486386
54	1679681486890
55	1679681487394
56	1679681487898
57	1679681488402
58	1679681488907
59	1679681489411
60	1679681489915
61	1679681490419
62	1679681490922
63	1679681491427
64	1679681492056
65	1679681492562
66	1679681493066
67	1679681493570
68	1679681494074
69	1679681494577
