3	1679675383992	4
15	1679675383996	4
6	1679675383997	4
10	1679675383997	4
14	1679675383997	4
1	1679675383997	4
5	1679675383998	4
9	1679675383998	4
13	1679675383998	4
0	1679675383998	4
4	1679675383998	4
8	1679675383998	4
12	1679675383998	5
3	1679675384500	1
7	1679675384501	144
11	1679675384501	145
15	1679675384501	145
2	1679675384501	145
6	1679675384501	145
10	1679675384502	144
14	1679675384502	145
1	1679675384502	145
5	1679675384502	145
0	1679675384502	145
4	1679675384503	144
8	1679675384503	144
12	1679675384503	145
3	1679675385005	0
7	1679675385005	127
15	1679675385006	126
2	1679675385006	126
6	1679675385006	126
10	1679675385006	127
14	1679675385006	127
1	1679675385006	127
5	1679675385007	126
9	1679675385007	126
13	1679675385007	126
0	1679675385007	127
4	1679675385007	127
8	1679675385007	127
12	1679675385008	126
3	1679675385510	1
7	1679675385511	126
11	1679675385511	127
15	1679675385511	127
2	1679675385511	127
6	1679675385512	126
10	1679675385512	126
14	1679675385512	126
1	1679675385512	127
5	1679675385512	127
9	1679675385512	127
13	1679675385513	126
0	1679675385513	126
4	1679675385513	126
8	1679675385513	126
12	1679675385513	127
3	1679675386015	0
7	1679675386015	126
11	1679675386015	127
15	1679675386016	126
2	1679675386016	126
5	1679675386016	126
9	1679675386017	125
13	1679675386017	125
0	1679675386017	126
4	1679675386017	126
8	1679675386017	126
12	1679675386018	125
3	1679675386519	1
7	1679675386520	126
11	1679675386520	126
15	1679675386520	126
6	1679675386520	126
10	1679675386521	126
14	1679675386521	126
1	1679675386521	126
8	1679675386522	125
12	1679675386522	125
3	1679675387023	0
7	1679675387023	1
11	1679675387023	1
15	1679675387023	2
2	1679675387024	1
6	1679675387024	1
10	1679675387024	1
14	1679675387024	1
9	1679675387024	1
13	1679675387025	1
0	1679675387025	1
4	1679675387025	1
8	1679675387025	1
12	1679675387025	1
3	1679675387527	0
7	1679675387527	126
11	1679675387527	127
15	1679675387527	127
2	1679675387528	126
6	1679675387528	126
10	1679675387528	126
14	1679675387528	126
1	1679675387528	126
5	1679675387528	127
9	1679675387528	127
13	1679675387528	127
6	1679675388031	0
10	1679675388031	1
14	1679675388032	0
1	1679675388032	0
5	1679675388032	0
9	1679675388032	126
13	1679675388032	126
0	1679675388032	126
4	1679675388033	125
8	1679675388033	126
12	1679675388033	126
3	1679675388535	0
7	1679675388535	1
11	1679675388535	1
15	1679675388535	1
2	1679675388536	0
6	1679675388536	0
10	1679675388536	1
14	1679675388536	1
1	1679675388536	1
5	1679675388536	1
9	1679675388537	0
13	1679675388537	0
0	1679675388537	0
4	1679675388537	1
8	1679675388537	1
7	1679675389040	0
11	1679675389040	0
15	1679675389040	126
2	1679675389040	126
6	1679675389040	127
10	1679675389040	127
14	1679675389040	127
1	1679675389041	126
5	1679675389041	126
12	1679675389042	125
3	1679675389543	1
7	1679675389544	1
11	1679675389544	1
15	1679675389544	1
2	1679675389544	1
6	1679675389544	1
10	1679675389544	1
14	1679675389545	1
0	1679675389545	1
4	1679675389546	0
8	1679675389546	0
12	1679675389546	0
3	1679675390048	0
7	1679675390048	125
11	1679675390048	126
15	1679675390048	126
2	1679675390048	126
6	1679675390048	126
10	1679675390049	125
12	1679675390050	124
3	1679675390677	0
7	1679675390677	1
11	1679675390677	1
15	1679675390678	0
2	1679675390678	0
6	1679675390678	0
