3	1679075431064	5
15	1679075431069	7
6	1679075431070	6
10	1679075431070	6
14	1679075431071	5
1	1679075431071	6
5	1679075431071	6
9	1679075431071	6
13	1679075431071	6
0	1679075431072	5
4	1679075431072	6
8	1679075431072	6
12	1679075431072	6
3	1679075431574	0
7	1679075431574	142
11	1679075431574	142
15	1679075431574	142
2	1679075431575	141
6	1679075431575	141
10	1679075431575	141
14	1679075431575	142
1	1679075431575	142
5	1679075431576	141
0	1679075431576	141
4	1679075431576	141
8	1679075431576	142
12	1679075431577	141
3	1679075432078	0
7	1679075432078	126
15	1679075432079	126
2	1679075432079	126
6	1679075432079	126
10	1679075432079	126
14	1679075432079	126
1	1679075432079	127
5	1679075432079	127
9	1679075432079	127
13	1679075432079	127
0	1679075432080	126
4	1679075432080	127
8	1679075432080	127
12	1679075432081	126
3	1679075432582	1
7	1679075432583	126
11	1679075432583	126
15	1679075432583	126
2	1679075432583	127
6	1679075432584	126
10	1679075432584	126
14	1679075432584	127
1	1679075432584	127
5	1679075432584	127
9	1679075432585	126
13	1679075432585	126
0	1679075432585	126
4	1679075432585	127
8	1679075432585	127
12	1679075432585	127
3	1679075433087	0
7	1679075433087	126
11	1679075433087	127
15	1679075433088	126
2	1679075433088	126
5	1679075433089	125
9	1679075433089	125
13	1679075433089	125
0	1679075433089	126
4	1679075433089	126
8	1679075433089	126
12	1679075433089	126
3	1679075433590	1
